relative_path,group,extension,size_bytes,size_kib
dataset/ai-xr-oculus/4480359028714301_privacy_policy.txt,ai-xr-oculus,.txt,11299,11.034
dataset/ai-xr-oculus/4518172508241377_privacy_policy.txt,ai-xr-oculus,.txt,34103,33.304
dataset/ai-xr-oculus/4548214431946302_privacy_policy.txt,ai-xr-oculus,.txt,44573,43.528
dataset/ai-xr-oculus/4554248281328321_privacy_policy.txt,ai-xr-oculus,.txt,53786,52.525
dataset/ai-xr-oculus/4586808061416562_privacy_policy.txt,ai-xr-oculus,.txt,16783,16.390
dataset/ai-xr-oculus/4623797574366694_privacy_policy.txt,ai-xr-oculus,.txt,13004,12.699
dataset/ai-xr-oculus/4625005897550253_privacy_policy.txt,ai-xr-oculus,.txt,7439,7.265
dataset/ai-xr-oculus/4636949963023496_privacy_policy.txt,ai-xr-oculus,.txt,8116,7.926
dataset/ai-xr-oculus/4654132264691719_privacy_policy.txt,ai-xr-oculus,.txt,31747,31.003
dataset/ai-xr-oculus/4676322075753574_privacy_policy.txt,ai-xr-oculus,.txt,33251,32.472
dataset/ai-xr-oculus/468184679387999_privacy_policy.txt,ai-xr-oculus,.txt,18293,17.864
dataset/ai-xr-oculus/4691479430874595_privacy_policy.txt,ai-xr-oculus,.txt,22263,21.741
dataset/ai-xr-oculus/4691626700899382_privacy_policy.txt,ai-xr-oculus,.txt,27189,26.552
dataset/ai-xr-oculus/4705981139481778_privacy_policy.txt,ai-xr-oculus,.txt,15485,15.122
dataset/ai-xr-oculus/4714471148644140_privacy_policy.txt,ai-xr-oculus,.txt,6976,6.812
dataset/ai-xr-oculus/4723352327707414_privacy_policy.txt,ai-xr-oculus,.txt,4111,4.015
dataset/ai-xr-oculus/4725588970834544_privacy_policy.txt,ai-xr-oculus,.txt,6205,6.060
dataset/ai-xr-oculus/4746232908818706_privacy_policy.txt,ai-xr-oculus,.txt,41254,40.287
dataset/ai-xr-oculus/4790561384366997_privacy_policy.txt,ai-xr-oculus,.txt,4528,4.422
dataset/ai-xr-oculus/4813149252124417_privacy_policy.txt,ai-xr-oculus,.txt,8140,7.949
dataset/ai-xr-oculus/4822681107767272_privacy_policy.txt,ai-xr-oculus,.txt,6437,6.286
dataset/ai-xr-oculus/4859120967501314_privacy_policy.txt,ai-xr-oculus,.txt,1969,1.923
dataset/ai-xr-oculus/4872542182873415_privacy_policy.txt,ai-xr-oculus,.txt,17563,17.151
dataset/ai-xr-oculus/4912697945406928_privacy_policy.txt,ai-xr-oculus,.txt,14740,14.395
dataset/ai-xr-oculus/4963945450326977_privacy_policy.txt,ai-xr-oculus,.txt,27826,27.174
dataset/ai-xr-oculus/4965663406859424_privacy_policy.txt,ai-xr-oculus,.txt,13413,13.099
dataset/ai-xr-oculus/4979055762136823_privacy_policy.txt,ai-xr-oculus,.txt,42344,41.352
dataset/ai-xr-oculus/5005632286166834_privacy_policy.txt,ai-xr-oculus,.txt,19668,19.207
dataset/ai-xr-oculus/5014131998634540_privacy_policy.txt,ai-xr-oculus,.txt,11125,10.864
dataset/ai-xr-oculus/5017327094985781_privacy_policy.txt,ai-xr-oculus,.txt,48327,47.194
dataset/ai-xr-oculus/5072443666191114_privacy_policy.txt,ai-xr-oculus,.txt,10875,10.620
dataset/ai-xr-oculus/5075285115918784_privacy_policy.txt,ai-xr-oculus,.txt,9882,9.650
dataset/ai-xr-oculus/5118731164870081_privacy_policy.txt,ai-xr-oculus,.txt,30567,29.851
dataset/ai-xr-oculus/5136958036416423_privacy_policy.txt,ai-xr-oculus,.txt,15485,15.122
dataset/ai-xr-oculus/5138511912885491_privacy_policy.txt,ai-xr-oculus,.txt,8075,7.886
dataset/ai-xr-oculus/5153665764710661_privacy_policy.txt,ai-xr-oculus,.txt,1540,1.504
dataset/ai-xr-oculus/5174697242548672_privacy_policy.txt,ai-xr-oculus,.txt,20079,19.608
dataset/ai-xr-oculus/5190288877703616_privacy_policy.txt,ai-xr-oculus,.txt,3220,3.145
dataset/ai-xr-oculus/5209709029115362_privacy_policy.txt,ai-xr-oculus,.txt,9101,8.888
dataset/ai-xr-oculus/5240965299324322_privacy_policy.txt,ai-xr-oculus,.txt,27761,27.110
dataset/ai-xr-oculus/5247901798645488_privacy_policy.txt,ai-xr-oculus,.txt,18863,18.421
dataset/ai-xr-oculus/5269080709783454_privacy_policy.txt,ai-xr-oculus,.txt,30052,29.348
dataset/ai-xr-oculus/5271074762922599_privacy_policy.txt,ai-xr-oculus,.txt,5807,5.671
dataset/ai-xr-oculus/5307901462582204_privacy_policy.txt,ai-xr-oculus,.txt,23340,22.793
dataset/ai-xr-oculus/5315620021784200_privacy_policy.txt,ai-xr-oculus,.txt,41356,40.387
dataset/ai-xr-oculus/5323138831134900_privacy_policy.txt,ai-xr-oculus,.txt,5264,5.141
dataset/ai-xr-oculus/5334662579895130_privacy_policy.txt,ai-xr-oculus,.txt,8601,8.399
dataset/ai-xr-oculus/5344306855599112_privacy_policy.txt,ai-xr-oculus,.txt,27189,26.552
dataset/ai-xr-oculus/5350505568327607_privacy_policy.txt,ai-xr-oculus,.txt,16239,15.858
dataset/ai-xr-oculus/5352920984748732_privacy_policy.txt,ai-xr-oculus,.txt,9008,8.797
dataset/ai-xr-oculus/5353670608005479_privacy_policy.txt,ai-xr-oculus,.txt,32325,31.567
dataset/ai-xr-oculus/5366874313435765_privacy_policy.txt,ai-xr-oculus,.txt,14205,13.872
dataset/ai-xr-oculus/5379012005560059_privacy_policy.txt,ai-xr-oculus,.txt,45323,44.261
dataset/ai-xr-oculus/5394844040635710_privacy_policy.txt,ai-xr-oculus,.txt,44709,43.661
dataset/ai-xr-oculus/5407386572706843_privacy_policy.txt,ai-xr-oculus,.txt,12824,12.523
dataset/ai-xr-oculus/5437449896288644_privacy_policy.txt,ai-xr-oculus,.txt,22995,22.456
dataset/ai-xr-oculus/5446476285387663_privacy_policy.txt,ai-xr-oculus,.txt,20814,20.326
dataset/ai-xr-oculus/5468438789853737_privacy_policy.txt,ai-xr-oculus,.txt,11470,11.201
dataset/ai-xr-oculus/5479628732140032_privacy_policy.txt,ai-xr-oculus,.txt,4975,4.858
dataset/ai-xr-oculus/5492398897465182_privacy_policy.txt,ai-xr-oculus,.txt,33223,32.444
dataset/ai-xr-oculus/5502306219889537_privacy_policy.txt,ai-xr-oculus,.txt,20495,20.015
dataset/ai-xr-oculus/5511434665565703_privacy_policy.txt,ai-xr-oculus,.txt,7439,7.265
dataset/ai-xr-oculus/5520452821357227_privacy_policy.txt,ai-xr-oculus,.txt,22882,22.346
dataset/ai-xr-oculus/5547974825318365_privacy_policy.txt,ai-xr-oculus,.txt,22804,22.270
dataset/ai-xr-oculus/5566073043488552_privacy_policy.txt,ai-xr-oculus,.txt,56282,54.963
dataset/ai-xr-oculus/5606086899440371_privacy_policy.txt,ai-xr-oculus,.txt,18972,18.527
